adresse,Building_Number,repetition,type_voie,Street_Name,Zip_Code,City,Country,Recipient,prompt
Entreprise Dupuis 172 A route de la République 6000 Strasbourg France,172,A,route,de la République,6000,Strasbourg,France,Entreprise Dupuis,"Parsing: Entreprise Dupuis 172 A route de la République 6000 Strasbourg France
Champs: {""Building_Number"": 172, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""de la République"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""route""}"
de la république b france chemin 126 marseille 13008 sarl lambert,126,B,chemin,de la République,13008,Marseille,France,SARL Lambert,"Parsing: de la république b france chemin 126 marseille 13008 sarl lambert
Champs: {""Building_Number"": 126, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""de la République"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""chemin""}"
b rue mme martin france 69003 lyon 44 du général leclerc,44,B,rue,du Général Leclerc,69003,Lyon,France,Mme Martin,"Parsing: b rue mme martin france 69003 lyon 44 du général leclerc
Champs: {""Building_Number"": 44, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""rue""}"
Dupont 69 A chemin de la République 6000 Nantes France,69,A,chemin,de la République,6000,Nantes,France,Dupont,"Parsing: Dupont 69 A chemin de la République 6000 Nantes France
Champs: {""Building_Number"": 69, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Dupont"", ""Street_Name"": ""de la République"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""chemin""}"
Mairie de Lyon 181 A impasse de Verdun 33000 Lyon France,181,A,impasse,de Verdun,33000,Lyon,France,Mairie de Lyon,"Parsing: Mairie de Lyon 181 A impasse de Verdun 33000 Lyon France
Champs: {""Building_Number"": 181, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 33000, ""repetition"": ""A"", ""type_voie"": ""impasse""}"
121 ter chemin Jean Jaurès 33000 Paris France,121,ter,chemin,Jean Jaurès,33000,Paris,France,,"Parsing: 121 ter chemin Jean Jaurès 33000 Paris France
Champs: {""Building_Number"": 121, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 33000, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
M. Morel 121 bis rue de la République 92100 Boulogne-Billancourt France,121,bis,rue,de la République,92100,Boulogne-Billancourt,France,M. Morel,"Parsing: M. Morel 121 bis rue de la République 92100 Boulogne-Billancourt France
Champs: {""Building_Number"": 121, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""de la République"", ""Zip_Code"": 92100, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
Société Leroy 57 rue Jean Jaurès 69003 Bordeaux France,57,,rue,Jean Jaurès,69003,Bordeaux,France,Société Leroy,"Parsing: Société Leroy 57 rue Jean Jaurès 69003 Bordeaux France
Champs: {""Building_Number"": 57, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Société Leroy"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""rue""}"
rue 34 Toulouse France de Verdun 69003,34,,rue,de Verdun,69003,Toulouse,France,,"Parsing: rue 34 Toulouse France de Verdun 69003
Champs: {""Building_Number"": 34, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de Verdun"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""rue""}"
école saint-exupéry 118 ter avenue de la république 44000 paris france,118,ter,avenue,de la République,44000,Paris,France,École Saint-Exupéry,"Parsing: école saint-exupéry 118 ter avenue de la république 44000 paris france
Champs: {""Building_Number"": 118, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""École Saint-Exupéry"", ""Street_Name"": ""de la République"", ""Zip_Code"": 44000, ""repetition"": ""ter"", ""type_voie"": ""avenue""}"
m. durant 13 bis chemin de la république 67000 toulouse france,13,bis,chemin,de la République,67000,Toulouse,France,M. Durant,"Parsing: m. durant 13 bis chemin de la république 67000 toulouse france
Champs: {""Building_Number"": 13, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""de la République"", ""Zip_Code"": 67000, ""repetition"": ""bis"", ""type_voie"": ""chemin""}"
33000 des Lilas France Paris impasse Mme Martin 60 A,60,A,impasse,des Lilas,33000,Paris,France,Mme Martin,"Parsing: 33000 des Lilas France Paris impasse Mme Martin 60 A
Champs: {""Building_Number"": 60, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 33000, ""repetition"": ""A"", ""type_voie"": ""impasse""}"
M. Morel 127 bis route Jean Jaurès 75001 Nantes France,127,bis,route,Jean Jaurès,75001,Nantes,France,M. Morel,"Parsing: M. Morel 127 bis route Jean Jaurès 75001 Nantes France
Champs: {""Building_Number"": 127, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""M. Morel"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 75001, ""repetition"": ""bis"", ""type_voie"": ""route""}"
ter 44000 France Pharmacie Centrale 17 de Verdun impasse Paris,17,ter,impasse,de Verdun,44000,Paris,France,Pharmacie Centrale,"Parsing: ter 44000 France Pharmacie Centrale 17 de Verdun impasse Paris
Champs: {""Building_Number"": 17, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 44000, ""repetition"": ""ter"", ""type_voie"": ""impasse""}"
mme martin 68 b rue de la république 44000 marseille france,68,B,rue,de la République,44000,Marseille,France,Mme Martin,"Parsing: mme martin 68 b rue de la république 44000 marseille france
Champs: {""Building_Number"": 68, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""de la République"", ""Zip_Code"": 44000, ""repetition"": ""B"", ""type_voie"": ""rue""}"
140 ter Lyon avenue 75001 Jean Jaurès France,140,ter,avenue,Jean Jaurès,75001,Lyon,France,,"Parsing: 140 ter Lyon avenue 75001 Jean Jaurès France
Champs: {""Building_Number"": 140, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 75001, ""repetition"": ""ter"", ""type_voie"": ""avenue""}"
pharmacie centrale 24 bis route des lilas 67000 bordeaux france,24,bis,route,des Lilas,67000,Bordeaux,France,Pharmacie Centrale,"Parsing: pharmacie centrale 24 bis route des lilas 67000 bordeaux france
Champs: {""Building_Number"": 24, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 67000, ""repetition"": ""bis"", ""type_voie"": ""route""}"
Mairie de Lyon 188 rue de Verdun 67000 Marseille France,188,,rue,de Verdun,67000,Marseille,France,Mairie de Lyon,"Parsing: Mairie de Lyon 188 rue de Verdun 67000 Marseille France
Champs: {""Building_Number"": 188, ""City"": ""Marseille"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 67000, ""repetition"": null, ""type_voie"": ""rue""}"
Garage Peugeot 21 B boulevard du Général Leclerc 44000 Lyon France,21,B,boulevard,du Général Leclerc,44000,Lyon,France,Garage Peugeot,"Parsing: Garage Peugeot 21 B boulevard du Général Leclerc 44000 Lyon France
Champs: {""Building_Number"": 21, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 44000, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
dupont 153 ter boulevard victor hugo 13008 paris france,153,ter,boulevard,Victor Hugo,13008,Paris,France,Dupont,"Parsing: dupont 153 ter boulevard victor hugo 13008 paris france
Champs: {""Building_Number"": 153, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Dupont"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 13008, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
dr. roux 6 b rue de verdun 44000 paris france,6,B,rue,de Verdun,44000,Paris,France,Dr. Roux,"Parsing: dr. roux 6 b rue de verdun 44000 paris france
Champs: {""Building_Number"": 6, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 44000, ""repetition"": ""B"", ""type_voie"": ""rue""}"
m. garnier 186 route du général leclerc 13008 toulouse france,186,,route,du Général Leclerc,13008,Toulouse,France,M. Garnier,"Parsing: m. garnier 186 route du général leclerc 13008 toulouse france
Champs: {""Building_Number"": 186, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 13008, ""repetition"": null, ""type_voie"": ""route""}"
Café de la Gare 79 ter route de Verdun 92100 Bordeaux France,79,ter,route,de Verdun,92100,Bordeaux,France,Café de la Gare,"Parsing: Café de la Gare 79 ter route de Verdun 92100 Bordeaux France
Champs: {""Building_Number"": 79, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Café de la Gare"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 92100, ""repetition"": ""ter"", ""type_voie"": ""route""}"
garage peugeot 114 a rue des lilas 6000 paris france,114,A,rue,des Lilas,6000,Paris,France,Garage Peugeot,"Parsing: garage peugeot 114 a rue des lilas 6000 paris france
Champs: {""Building_Number"": 114, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""A"", ""type_voie"": ""rue""}"
clinique du parc 21 a route des lilas 44000 boulogne-billancourt france,21,A,route,des Lilas,44000,Boulogne-Billancourt,France,Clinique du Parc,"Parsing: clinique du parc 21 a route des lilas 44000 boulogne-billancourt france
Champs: {""Building_Number"": 21, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 44000, ""repetition"": ""A"", ""type_voie"": ""route""}"
92100 du général leclerc toulouse 35 bis entreprise dupuis france route,35,bis,route,du Général Leclerc,92100,Toulouse,France,Entreprise Dupuis,"Parsing: 92100 du général leclerc toulouse 35 bis entreprise dupuis france route
Champs: {""Building_Number"": 35, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 92100, ""repetition"": ""bis"", ""type_voie"": ""route""}"
boulevard 69003 148 france du général leclerc nantes b,148,B,boulevard,du Général Leclerc,69003,Nantes,France,,"Parsing: boulevard 69003 148 france du général leclerc nantes b
Champs: {""Building_Number"": 148, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
187 b avenue du général leclerc 75001 lyon france,187,B,avenue,du Général Leclerc,75001,Lyon,France,,"Parsing: 187 b avenue du général leclerc 75001 lyon france
Champs: {""Building_Number"": 187, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 75001, ""repetition"": ""B"", ""type_voie"": ""avenue""}"
Dr. Roux 113 B route de Verdun 13008 Bordeaux France,113,B,route,de Verdun,13008,Bordeaux,France,Dr. Roux,"Parsing: Dr. Roux 113 B route de Verdun 13008 Bordeaux France
Champs: {""Building_Number"": 113, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 13008, ""repetition"": ""B"", ""type_voie"": ""route""}"
Garage Peugeot 122 avenue de la République 33000 Toulouse France,122,,avenue,de la République,33000,Toulouse,France,Garage Peugeot,"Parsing: Garage Peugeot 122 avenue de la République 33000 Toulouse France
Champs: {""Building_Number"": 122, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""de la République"", ""Zip_Code"": 33000, ""repetition"": null, ""type_voie"": ""avenue""}"
paris france chemin 67000 dr. roux 17 b jean jaurès,17,B,chemin,Jean Jaurès,67000,Paris,France,Dr. Roux,"Parsing: paris france chemin 67000 dr. roux 17 b jean jaurès
Champs: {""Building_Number"": 17, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 67000, ""repetition"": ""B"", ""type_voie"": ""chemin""}"
France 69003 Association Soleil Jean Jaurès B 67 Strasbourg avenue,67,B,avenue,Jean Jaurès,69003,Strasbourg,France,Association Soleil,"Parsing: France 69003 Association Soleil Jean Jaurès B 67 Strasbourg avenue
Champs: {""Building_Number"": 67, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Association Soleil"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": ""B"", ""type_voie"": ""avenue""}"
M. Durant 8 ter boulevard de la République 6000 Nice France,8,ter,boulevard,de la République,6000,Nice,France,M. Durant,"Parsing: M. Durant 8 ter boulevard de la République 6000 Nice France
Champs: {""Building_Number"": 8, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""de la République"", ""Zip_Code"": 6000, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
café de la gare 194 a route des lilas 13008 strasbourg france,194,A,route,des Lilas,13008,Strasbourg,France,Café de la Gare,"Parsing: café de la gare 194 a route des lilas 13008 strasbourg france
Champs: {""Building_Number"": 194, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Café de la Gare"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 13008, ""repetition"": ""A"", ""type_voie"": ""route""}"
81 du général leclerc mme faure france b boulevard 92100 toulouse,81,B,boulevard,du Général Leclerc,92100,Toulouse,France,Mme Faure,"Parsing: 81 du général leclerc mme faure france b boulevard 92100 toulouse
Champs: {""Building_Number"": 81, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Mme Faure"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 92100, ""repetition"": ""B"", ""type_voie"": ""boulevard""}"
Mairie de Lyon 170 B chemin de Verdun 67000 Lyon France,170,B,chemin,de Verdun,67000,Lyon,France,Mairie de Lyon,"Parsing: Mairie de Lyon 170 B chemin de Verdun 67000 Lyon France
Champs: {""Building_Number"": 170, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Mairie de Lyon"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 67000, ""repetition"": ""B"", ""type_voie"": ""chemin""}"
m. garnier chemin bordeaux jean jaurès 64 67000 france ter,64,ter,chemin,Jean Jaurès,67000,Bordeaux,France,M. Garnier,"Parsing: m. garnier chemin bordeaux jean jaurès 64 67000 france ter
Champs: {""Building_Number"": 64, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""chemin""}"
Association Soleil 46 bis rue de Verdun 31000 Strasbourg France,46,bis,rue,de Verdun,31000,Strasbourg,France,Association Soleil,"Parsing: Association Soleil 46 bis rue de Verdun 31000 Strasbourg France
Champs: {""Building_Number"": 46, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Association Soleil"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 31000, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
Pharmacie Centrale 66 A avenue de la République 92100 Toulouse France,66,A,avenue,de la République,92100,Toulouse,France,Pharmacie Centrale,"Parsing: Pharmacie Centrale 66 A avenue de la République 92100 Toulouse France
Champs: {""Building_Number"": 66, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""de la République"", ""Zip_Code"": 92100, ""repetition"": ""A"", ""type_voie"": ""avenue""}"
Nice ter France route 73 Victor Hugo SARL Lambert 67000,73,ter,route,Victor Hugo,67000,Nice,France,SARL Lambert,"Parsing: Nice ter France route 73 Victor Hugo SARL Lambert 67000
Champs: {""Building_Number"": 73, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 67000, ""repetition"": ""ter"", ""type_voie"": ""route""}"
pharmacie centrale 183 ter rue du général leclerc 31000 nantes france,183,ter,rue,du Général Leclerc,31000,Nantes,France,Pharmacie Centrale,"Parsing: pharmacie centrale 183 ter rue du général leclerc 31000 nantes france
Champs: {""Building_Number"": 183, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Pharmacie Centrale"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 31000, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
M. Durant 26 ter rue Jean Jaurès 92100 Bordeaux France,26,ter,rue,Jean Jaurès,92100,Bordeaux,France,M. Durant,"Parsing: M. Durant 26 ter rue Jean Jaurès 92100 Bordeaux France
Champs: {""Building_Number"": 26, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""M. Durant"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 92100, ""repetition"": ""ter"", ""type_voie"": ""rue""}"
Café de la Gare 46 bis rue du Général Leclerc 67000 Toulouse France,46,bis,rue,du Général Leclerc,67000,Toulouse,France,Café de la Gare,"Parsing: Café de la Gare 46 bis rue du Général Leclerc 67000 Toulouse France
Champs: {""Building_Number"": 46, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Café de la Gare"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 67000, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
198 A impasse de Verdun 31000 Strasbourg France,198,A,impasse,de Verdun,31000,Strasbourg,France,,"Parsing: 198 A impasse de Verdun 31000 Strasbourg France
Champs: {""Building_Number"": 198, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""de Verdun"", ""Zip_Code"": 31000, ""repetition"": ""A"", ""type_voie"": ""impasse""}"
a route 129 toulouse france de verdun 75001 garage peugeot,129,A,route,de Verdun,75001,Toulouse,France,Garage Peugeot,"Parsing: a route 129 toulouse france de verdun 75001 garage peugeot
Champs: {""Building_Number"": 129, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 75001, ""repetition"": ""A"", ""type_voie"": ""route""}"
SARL Lambert 196 bis chemin du Général Leclerc 6000 Paris France,196,bis,chemin,du Général Leclerc,6000,Paris,France,SARL Lambert,"Parsing: SARL Lambert 196 bis chemin du Général Leclerc 6000 Paris France
Champs: {""Building_Number"": 196, ""City"": ""Paris"", ""Country"": ""France"", ""Recipient"": ""SARL Lambert"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""chemin""}"
mme martin 149 a boulevard jean jaurès 33000 nice france,149,A,boulevard,Jean Jaurès,33000,Nice,France,Mme Martin,"Parsing: mme martin 149 a boulevard jean jaurès 33000 nice france
Champs: {""Building_Number"": 149, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 33000, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
école saint-exupéry 178 route de la république 67000 toulouse france,178,,route,de la République,67000,Toulouse,France,École Saint-Exupéry,"Parsing: école saint-exupéry 178 route de la république 67000 toulouse france
Champs: {""Building_Number"": 178, ""City"": ""Toulouse"", ""Country"": ""France"", ""Recipient"": ""École Saint-Exupéry"", ""Street_Name"": ""de la République"", ""Zip_Code"": 67000, ""repetition"": null, ""type_voie"": ""route""}"
Mme Martin 173 chemin Jean Jaurès 67000 Boulogne-Billancourt France,173,,chemin,Jean Jaurès,67000,Boulogne-Billancourt,France,Mme Martin,"Parsing: Mme Martin 173 chemin Jean Jaurès 67000 Boulogne-Billancourt France
Champs: {""Building_Number"": 173, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Mme Martin"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 67000, ""repetition"": null, ""type_voie"": ""chemin""}"
69003 Entreprise Dupuis France Strasbourg 95 rue Jean Jaurès,95,,rue,Jean Jaurès,69003,Strasbourg,France,Entreprise Dupuis,"Parsing: 69003 Entreprise Dupuis France Strasbourg 95 rue Jean Jaurès
Champs: {""Building_Number"": 95, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 69003, ""repetition"": null, ""type_voie"": ""rue""}"
SCI Horizon 3 ter boulevard Victor Hugo 75001 Nice France,3,ter,boulevard,Victor Hugo,75001,Nice,France,SCI Horizon,"Parsing: SCI Horizon 3 ter boulevard Victor Hugo 75001 Nice France
Champs: {""Building_Number"": 3, ""City"": ""Nice"", ""Country"": ""France"", ""Recipient"": ""SCI Horizon"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 75001, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
clinique du parc 145 b route du général leclerc 75001 lyon france,145,B,route,du Général Leclerc,75001,Lyon,France,Clinique du Parc,"Parsing: clinique du parc 145 b route du général leclerc 75001 lyon france
Champs: {""Building_Number"": 145, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 75001, ""repetition"": ""B"", ""type_voie"": ""route""}"
m. garnier 104 bis route des lilas 44000 nantes france,104,bis,route,des Lilas,44000,Nantes,France,M. Garnier,"Parsing: m. garnier 104 bis route des lilas 44000 nantes france
Champs: {""Building_Number"": 104, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""M. Garnier"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 44000, ""repetition"": ""bis"", ""type_voie"": ""route""}"
137 13008 boulevard lyon victor hugo ter france entreprise dupuis,137,ter,boulevard,Victor Hugo,13008,Lyon,France,Entreprise Dupuis,"Parsing: 137 13008 boulevard lyon victor hugo ter france entreprise dupuis
Champs: {""Building_Number"": 137, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""Victor Hugo"", ""Zip_Code"": 13008, ""repetition"": ""ter"", ""type_voie"": ""boulevard""}"
168 ter route du Général Leclerc 31000 Strasbourg France,168,ter,route,du Général Leclerc,31000,Strasbourg,France,,"Parsing: 168 ter route du Général Leclerc 31000 Strasbourg France
Champs: {""Building_Number"": 168, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": null, ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 31000, ""repetition"": ""ter"", ""type_voie"": ""route""}"
Mme Faure A 31000 rue Nantes France de la République 49,49,A,rue,de la République,31000,Nantes,France,Mme Faure,"Parsing: Mme Faure A 31000 rue Nantes France de la République 49
Champs: {""Building_Number"": 49, ""City"": ""Nantes"", ""Country"": ""France"", ""Recipient"": ""Mme Faure"", ""Street_Name"": ""de la République"", ""Zip_Code"": 31000, ""repetition"": ""A"", ""type_voie"": ""rue""}"
bis 144 france clinique du parc jean jaurès strasbourg route 6000,144,bis,route,Jean Jaurès,6000,Strasbourg,France,Clinique du Parc,"Parsing: bis 144 france clinique du parc jean jaurès strasbourg route 6000
Champs: {""Building_Number"": 144, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""Jean Jaurès"", ""Zip_Code"": 6000, ""repetition"": ""bis"", ""type_voie"": ""route""}"
entreprise dupuis 70 bis impasse de la république 69003 strasbourg france,70,bis,impasse,de la République,69003,Strasbourg,France,Entreprise Dupuis,"Parsing: entreprise dupuis 70 bis impasse de la république 69003 strasbourg france
Champs: {""Building_Number"": 70, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Entreprise Dupuis"", ""Street_Name"": ""de la République"", ""Zip_Code"": 69003, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
boulangerie martin 198 bis impasse de verdun 31000 lyon france,198,bis,impasse,de Verdun,31000,Lyon,France,Boulangerie Martin,"Parsing: boulangerie martin 198 bis impasse de verdun 31000 lyon france
Champs: {""Building_Number"": 198, ""City"": ""Lyon"", ""Country"": ""France"", ""Recipient"": ""Boulangerie Martin"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 31000, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
café de la gare 194 b route des lilas 6000 boulogne-billancourt france,194,B,route,des Lilas,6000,Boulogne-Billancourt,France,Café de la Gare,"Parsing: café de la gare 194 b route des lilas 6000 boulogne-billancourt france
Champs: {""Building_Number"": 194, ""City"": ""Boulogne-Billancourt"", ""Country"": ""France"", ""Recipient"": ""Café de la Gare"", ""Street_Name"": ""des Lilas"", ""Zip_Code"": 6000, ""repetition"": ""B"", ""type_voie"": ""route""}"
impasse Bordeaux 96 France bis 67000 Dr. Roux du Général Leclerc,96,bis,impasse,du Général Leclerc,67000,Bordeaux,France,Dr. Roux,"Parsing: impasse Bordeaux 96 France bis 67000 Dr. Roux du Général Leclerc
Champs: {""Building_Number"": 96, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Dr. Roux"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 67000, ""repetition"": ""bis"", ""type_voie"": ""impasse""}"
chemin 108 de Verdun 67000 Garage Peugeot bis France Strasbourg,108,bis,chemin,de Verdun,67000,Strasbourg,France,Garage Peugeot,"Parsing: chemin 108 de Verdun 67000 Garage Peugeot bis France Strasbourg
Champs: {""Building_Number"": 108, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Garage Peugeot"", ""Street_Name"": ""de Verdun"", ""Zip_Code"": 67000, ""repetition"": ""bis"", ""type_voie"": ""chemin""}"
Mme Faure 194 bis rue du Général Leclerc 69003 Strasbourg France,194,bis,rue,du Général Leclerc,69003,Strasbourg,France,Mme Faure,"Parsing: Mme Faure 194 bis rue du Général Leclerc 69003 Strasbourg France
Champs: {""Building_Number"": 194, ""City"": ""Strasbourg"", ""Country"": ""France"", ""Recipient"": ""Mme Faure"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 69003, ""repetition"": ""bis"", ""type_voie"": ""rue""}"
France Bordeaux A 101 Clinique du Parc 13008 boulevard du Général Leclerc,101,A,boulevard,du Général Leclerc,13008,Bordeaux,France,Clinique du Parc,"Parsing: France Bordeaux A 101 Clinique du Parc 13008 boulevard du Général Leclerc
Champs: {""Building_Number"": 101, ""City"": ""Bordeaux"", ""Country"": ""France"", ""Recipient"": ""Clinique du Parc"", ""Street_Name"": ""du Général Leclerc"", ""Zip_Code"": 13008, ""repetition"": ""A"", ""type_voie"": ""boulevard""}"
